銀行コード,銀行名（漢字）,銀行名（カタカナ）,支店コード,支店名（漢字）,支店名（カタカナ）
0170,山口,ヤマグチ,011,吉見,ヨシミ
0170,山口,ヤマグチ,012,豊浦,トヨウラ
0170,山口,ヤマグチ,013,滝部,タキベ
0170,山口,ヤマグチ,015,西市,ニシイチ
0170,山口,ヤマグチ,016,田部,タベ
0170,山口,ヤマグチ,017,厚狭,アサ
0170,山口,ヤマグチ,018,埴生,ハブ
0170,山口,ヤマグチ,019,美祢,ミネ
0170,山口,ヤマグチ,021,秋吉,アキヨシ
0170,山口,ヤマグチ,022,船木,フナキ
0170,山口,ヤマグチ,024,小野田,オノダ
0170,山口,ヤマグチ,026,小野田駅前,オノダエキマエ
0170,山口,ヤマグチ,028,西ノ浜出張所,ニシノハマ
0170,山口,ヤマグチ,029,宇部,ウベ
0170,山口,ヤマグチ,030,西宇部,ニシウベ
0170,山口,ヤマグチ,031,藤山,フジヤマ
0170,山口,ヤマグチ,032,西新川,ニシシンカワ
0170,山口,ヤマグチ,033,東新川,ヒガシシンカワ
0170,山口,ヤマグチ,035,床波,トコナミ
0170,山口,ヤマグチ,036,上宇部,カミウベ
0170,山口,ヤマグチ,037,小郡,オゴオリ
0170,山口,ヤマグチ,039,秋穂,アイオ
0170,山口,ヤマグチ,040,大田,オオダ
0170,山口,ヤマグチ,041,阿知須,アジス
0170,山口,ヤマグチ,042,嘉川,カガワ
0170,山口,ヤマグチ,043,山口,ヤマグチ
0170,山口,ヤマグチ,044,県庁内,ケンチヨウナイ
0170,山口,ヤマグチ,046,米屋町出張所,コメヤチヨウ
0170,山口,ヤマグチ,047,西門前出張所,ニシモンゼン
0170,山口,ヤマグチ,048,湯田,ユダ
0170,山口,ヤマグチ,049,徳佐,トクサ
0170,山口,ヤマグチ,051,防府,ホウフ
0170,山口,ヤマグチ,052,宮市,ミヤイチ
0170,山口,ヤマグチ,053,三田尻,ミタジリ
0170,山口,ヤマグチ,054,中関,ナカノセキ
0170,山口,ヤマグチ,056,堀,ホリ
0170,山口,ヤマグチ,057,徳山,トクヤマ
0170,山口,ヤマグチ,058,櫛ケ浜,クシガハマ
0170,山口,ヤマグチ,059,福川,フクガワ
0170,山口,ヤマグチ,060,富田,トンダ
0170,山口,ヤマグチ,061,鹿野,カノ
0170,山口,ヤマグチ,062,下松,クダマツ
0170,山口,ヤマグチ,063,花岡,ハナオカ
0170,山口,ヤマグチ,064,光,ヒカリ
0170,山口,ヤマグチ,066,室積,ムロヅミ
0170,山口,ヤマグチ,068,呼坂,ヨビサカ
0170,山口,ヤマグチ,069,柳井,ヤナイ
0170,山口,ヤマグチ,071,田布施,タブセ
0170,山口,ヤマグチ,072,平生,ヒラオ
0170,山口,ヤマグチ,075,上関,カミノセキ
0170,山口,ヤマグチ,077,由宇,ユウ
0170,山口,ヤマグチ,078,大島,オオシマ
0170,山口,ヤマグチ,081,安下庄,アゲノシヨウ
0170,山口,ヤマグチ,082,東和,トウワ
0170,山口,ヤマグチ,083,大島久賀,オオシマクカ
0170,山口,ヤマグチ,086,岩国,イワクニ
0170,山口,ヤマグチ,087,錦帯橋,キンタイキヨウ
0170,山口,ヤマグチ,088,川下,カワシモ
0170,山口,ヤマグチ,089,高森,タカモリ
0170,山口,ヤマグチ,090,玖珂,クガ
0170,山口,ヤマグチ,091,広瀬,ヒロセ
0170,山口,ヤマグチ,092,萩,ハギ
0170,山口,ヤマグチ,095,東萩,ヒガシハギ
0170,山口,ヤマグチ,097,江崎,エサキ
0170,山口,ヤマグチ,098,長門,ナガト
0170,山口,ヤマグチ,099,仙崎,センザキ
0170,山口,ヤマグチ,100,三隅,ミスミ
0170,山口,ヤマグチ,102,徳山西,トクヤマニシ
0170,山口,ヤマグチ,103,和木,ワキ
0170,山口,ヤマグチ,104,美和,ミワ
0170,山口,ヤマグチ,105,山の田,ヤマノタ
0170,山口,ヤマグチ,109,都濃,ツノ
0170,山口,ヤマグチ,110,油谷,ユヤ
0170,山口,ヤマグチ,111,東京,トウキヨウ
0170,山口,ヤマグチ,112,大阪,オオサカ
0170,山口,ヤマグチ,113,呉,クレ
0170,山口,ヤマグチ,114,広島,ヒロシマ
0170,山口,ヤマグチ,123,大州,オオズ
0170,山口,ヤマグチ,124,福山,フクヤマ
0170,山口,ヤマグチ,126,松山,マツヤマ
0170,山口,ヤマグチ,127,名古屋,ナゴヤ
0170,山口,ヤマグチ,130,神戸,コウベ
0170,山口,ヤマグチ,135,広島西,ヒロシマニシ
0170,山口,ヤマグチ,141,益田,マスダ
0170,山口,ヤマグチ,148,祇園,ギオン
0170,山口,ヤマグチ,149,廿日市,ハツカイチ
0170,山口,ヤマグチ,151,東広島,ヒガシヒロシマ
0170,山口,ヤマグチ,154,尾道,オノミチ
0170,山口,ヤマグチ,155,今治,イマバリ
0170,山口,ヤマグチ,170,豊洲,トヨス
0170,山口,ヤマグチ,172,阿武,アブ
0170,山口,ヤマグチ,173,周南団地,シユウナンダンチ
0170,山口,ヤマグチ,175,新下関駅前,シンシモノセキエキマエ
0170,山口,ヤマグチ,176,シーモール出張所,シ－モ－ル
0170,山口,ヤマグチ,177,福浦,フクウラ
0170,山口,ヤマグチ,178,岩国南,イワクニミナミ
0170,山口,ヤマグチ,179,綾羅木,アヤラギ
0170,山口,ヤマグチ,180,徳山駅前,トクヤマエキマエ
0170,山口,ヤマグチ,181,小羽山出張所,オバヤマ
0170,山口,ヤマグチ,182,大和,ヤマト
0170,山口,ヤマグチ,183,則貞,ノリサダ
0170,山口,ヤマグチ,184,長府東,チヨウフヒガシ
0170,山口,ヤマグチ,185,吉敷,ヨシキ
0170,山口,ヤマグチ,186,大内,オオウチ
0170,山口,ヤマグチ,187,右田,ミギタ
0170,山口,ヤマグチ,189,下松駅南出張所,クダマツエキミナミ
0170,山口,ヤマグチ,192,柳井南,ヤナイミナミ
0170,山口,ヤマグチ,389,エイテイエム統括,エイテイエムトウカツ
0170,山口,ヤマグチ,394,でんさい統括,デンサイトウカツ
0170,山口,ヤマグチ,500,牟礼,ムレ
0170,山口,ヤマグチ,502,東駅出張所,ヒガシエキ
0170,山口,ヤマグチ,505,虹ケ丘出張所,ニジガオカ
0170,山口,ヤマグチ,507,王司出張所,オウジ
0170,山口,ヤマグチ,508,二番町出張所,ニバンチヨウ
0170,山口,ヤマグチ,509,東岐波出張所,ヒガシキワ
0170,山口,ヤマグチ,511,厚南出張所,コウナン
0170,山口,ヤマグチ,517,光井出張所,ミツイ
0172,阿波,アワ,100,本店営業部,ホンテン
0172,阿波,アワ,101,徳島駅前,トクシマエキマエ
0172,阿波,アワ,102,佐古,サコ
0172,阿波,アワ,103,二軒屋,ニケンヤ
0172,阿波,アワ,104,県庁,ケンチヨウ
0172,阿波,アワ,105,津田,ツダ
0172,阿波,アワ,106,福島,フクシマ
0172,阿波,アワ,107,渭北,イホク
0172,阿波,アワ,108,両国橋,リヨウゴクバシ
0172,阿波,アワ,109,佐古東,サコヒガシ
0172,阿波,アワ,110,昭和町,シヨウワチヨウ
0172,阿波,アワ,111,助任橋,スケトウバシ
0172,阿波,アワ,112,田宮,タミヤ
0172,阿波,アワ,113,末広,スエヒロ
0172,阿波,アワ,114,鮎喰,アクイ
0172,阿波,アワ,115,問屋町,トイヤマチ
0172,阿波,アワ,116,中央市場,チユウオウイチバ
0172,阿波,アワ,117,蔵本,クラモト
0172,阿波,アワ,120,かちどき橋,カチドキバシ
0172,阿波,アワ,121,法花,ホツケ
0172,阿波,アワ,122,住吉,スミヨシ
0172,阿波,アワ,123,八万,ハチマン
0172,阿波,アワ,127,矢三,ヤソ
0172,阿波,アワ,128,新聞放送会館出張所,シンブンホウソウカイカン
0172,阿波,アワ,131,徳島市役所,トクシマシヤクシヨ
0172,阿波,アワ,132,マリンピア,マリンピア
0172,阿波,アワ,201,小松島,コマツシマ
0172,阿波,アワ,202,勝浦,カツウラ
0172,阿波,アワ,203,羽ノ浦,ハノウラ
0172,阿波,アワ,204,古庄,フルシヨウ
0172,阿波,アワ,205,中島,ナカシマ
0172,阿波,アワ,206,阿南,アナン
0172,阿波,アワ,207,橘,タチバナ
0172,阿波,アワ,208,新野,アラタノ
0172,阿波,アワ,209,鷲敷,ワジキ
0172,阿波,アワ,210,平谷,ヒラダニ
0172,阿波,アワ,213,由岐,ユキ
0172,阿波,アワ,214,日和佐,ヒワサ
0172,阿波,アワ,215,牟岐,ムギ
0172,阿波,アワ,216,海南,カイナン
0172,阿波,アワ,217,宍喰,シシクイ
0172,阿波,アワ,218,中田,チユウデン
0172,阿波,アワ,219,赤石,アカイシ
0172,阿波,アワ,220,見能林,ミノバヤシ
0172,阿波,アワ,301,鳴門,ナルト
0172,阿波,アワ,302,瀬戸,セト
0172,阿波,アワ,304,川内,カワウチ
0172,阿波,アワ,305,松茂,マツシゲ
0172,阿波,アワ,306,北島,キタジマ
0172,阿波,アワ,307,藍住,アイズミ
0172,阿波,アワ,308,板野,イタノ
0172,阿波,アワ,309,板東,バンドウ
0172,阿波,アワ,310,上板,カミイタ
0172,阿波,アワ,311,鳴門東,ナルトヒガシ
0172,阿波,アワ,312,勝瑞,シヨウズイ
0172,阿波,アワ,313,藍住西,アイズミニシ
0172,阿波,アワ,314,大津,オオツ
0172,阿波,アワ,315,黒崎,クロサキ
0172,阿波,アワ,316,徳島北,トクシマキタ
0172,阿波,アワ,401,国府,コクフ
0172,阿波,アワ,402,石井,イシイ
0172,阿波,アワ,403,鴨島,カモジマ
0172,阿波,アワ,404,市場,イチバ
0172,阿波,アワ,405,川島,カワシマ
0172,阿波,アワ,406,山川,ヤマカワ
0172,阿波,アワ,407,穴吹,アナブキ
0172,阿波,アワ,408,脇町,ワキマチ
0172,阿波,アワ,409,貞光,サダミツ
0172,阿波,アワ,410,半田,ハンダ
0172,阿波,アワ,411,三野,ミノ
0172,阿波,アワ,412,加茂,カモ
0172,阿波,アワ,413,池田,イケダ
0172,阿波,アワ,414,美馬,ミマ
0172,阿波,アワ,415,阿波町,アワチヨウ
0172,阿波,アワ,416,土成,ドナリ
0172,阿波,アワ,417,三好,ミヨシ
0172,阿波,アワ,419,山城,ヤマシロ
0172,阿波,アワ,420,竜王,リユウオウ
0172,阿波,アワ,501,高松,タカマツ
0172,阿波,アワ,502,高知,コウチ
0172,阿波,アワ,503,松山,マツヤマ
0172,阿波,アワ,504,大阪,オオサカ
0172,阿波,アワ,505,東京,トウキヨウ
0172,阿波,アワ,506,神戸,コウベ
0172,阿波,アワ,507,西大阪,ニシオオサカ
0172,阿波,アワ,508,堺,サカイ
0172,阿波,アワ,509,岡山,オカヤマ
0172,阿波,アワ,510,尼崎,アマガサキ
0172,阿波,アワ,511,丸亀,マルガメ
0172,阿波,アワ,512,蒲田,カマタ
0172,阿波,アワ,513,北大阪,キタオオサカ
0172,阿波,アワ,514,江戸川,エドガワ
0172,阿波,アワ,515,東大阪,ヒガシオオサカ
0172,阿波,アワ,516,南大阪,ミナミオオサカ
0172,阿波,アワ,517,姫路,ヒメジ
0172,阿波,アワ,518,東京城北,トウキヨウジヨウホク
0172,阿波,アワ,519,横浜,ヨコハマ
0172,阿波,アワ,520,代々木,ヨヨギ
0172,阿波,アワ,831,提携エーテイーエム,テイケイエ－テイ－エム
0172,阿波,アワ,839,法人営業センター出張所,ホウジンエイギヨウセンタ－
0173,百十四,ヒヤクジユウシ,101,本店営業部,ホンテン
0173,百十四,ヒヤクジユウシ,180,振込,フリコミ
0173,百十四,ヒヤクジユウシ,190,ＳＦセンター,ＳＦセンタ－
0173,百十四,ヒヤクジユウシ,201,高松,タカマツ
0173,百十四,ヒヤクジユウシ,202,栗林,リツリン
0173,百十四,ヒヤクジユウシ,203,東,ヒガシ
0173,百十四,ヒヤクジユウシ,204,西,ニシ
0173,百十四,ヒヤクジユウシ,205,田町,タマチ
0173,百十四,ヒヤクジユウシ,206,高松駅前出張所,タカマツエキマエ
0173,百十四,ヒヤクジユウシ,207,県庁,ケンチヨウ
0173,百十四,ヒヤクジユウシ,208,高松市役所,タカマツシヤクシヨ
0173,百十四,ヒヤクジユウシ,210,瓦町,カワラマチ
0173,百十四,ヒヤクジユウシ,211,宮脇,ミヤワキ
0173,百十四,ヒヤクジユウシ,212,松福,マツフク
0173,百十四,ヒヤクジユウシ,213,中央市場,チユウオウイチバ
0173,百十四,ヒヤクジユウシ,214,桜町出張所,サクラマチ
0173,百十四,ヒヤクジユウシ,218,木太,キタ
0173,百十四,ヒヤクジユウシ,219,太田,オオタ
0173,百十四,ヒヤクジユウシ,220,屋島,ヤシマ
0173,百十四,ヒヤクジユウシ,221,仏生山,ブツシヨウザン
0173,百十四,ヒヤクジユウシ,222,香西,コウザイ
0173,百十四,ヒヤクジユウシ,223,円座,エンザ
0173,百十四,ヒヤクジユウシ,224,八栗,ヤクリ
0173,百十四,ヒヤクジユウシ,225,志度,シド
0173,百十四,ヒヤクジユウシ,226,三木,ミキ
0173,百十四,ヒヤクジユウシ,227,川島,カワシマ
0173,百十四,ヒヤクジユウシ,228,綾南,リヨウナン
0173,百十四,ヒヤクジユウシ,229,国分寺,コクブンジ
0173,百十四,ヒヤクジユウシ,230,空港口,クウコウグチ
0173,百十四,ヒヤクジユウシ,231,直島,ナオシマ
0173,百十四,ヒヤクジユウシ,241,内海,ウチノミ
0173,百十四,ヒヤクジユウシ,242,土庄,トノシヨウ
0173,百十四,ヒヤクジユウシ,251,引田,ヒケタ
0173,百十四,ヒヤクジユウシ,252,白鳥,シロトリ
0173,百十四,ヒヤクジユウシ,253,三本松,サンボンマツ
0173,百十四,ヒヤクジユウシ,254,津田,ツダ
0173,百十四,ヒヤクジユウシ,255,長尾,ナガオ
0173,百十四,ヒヤクジユウシ,256,富田,トミダ
0173,百十四,ヒヤクジユウシ,261,坂出,サカイデ
0173,百十四,ヒヤクジユウシ,262,坂出東部,サカイデトウブ
0173,百十四,ヒヤクジユウシ,263,駒止,コマドメ
0173,百十四,ヒヤクジユウシ,264,飯山,ハンザン
0173,百十四,ヒヤクジユウシ,265,宇多津,ウタヅ
0173,百十四,ヒヤクジユウシ,271,丸亀,マルガメ
0173,百十四,ヒヤクジユウシ,272,城西,ジヨウセイ
0173,百十四,ヒヤクジユウシ,273,善通寺,ゼンツウジ
0173,百十四,ヒヤクジユウシ,274,琴平,コトヒラ
0173,百十四,ヒヤクジユウシ,275,多度津,タドツ
0173,百十四,ヒヤクジユウシ,276,満濃,マンノウ
0173,百十四,ヒヤクジユウシ,280,須田出張所,スダ
0173,百十四,ヒヤクジユウシ,281,詫間,タクマ
0173,百十四,ヒヤクジユウシ,282,高瀬,タカセ
0173,百十四,ヒヤクジユウシ,283,山本,ヤマモト
0173,百十四,ヒヤクジユウシ,284,仁尾,ニオ
0173,百十四,ヒヤクジユウシ,285,観音寺,カンオンジ
0173,百十四,ヒヤクジユウシ,286,大野原,オオノハラ
0173,百十四,ヒヤクジユウシ,287,豊浜,トヨハマ
0173,百十四,ヒヤクジユウシ,288,観音寺東部,カンオンジトウブ
0173,百十四,ヒヤクジユウシ,289,三野町,ミノチヨウ
0173,百十四,ヒヤクジユウシ,302,ゆめタウン高松出張所,ユメタウンタカマツ
0173,百十四,ヒヤクジユウシ,303,鶴尾出張所,ツルオ
0173,百十四,ヒヤクジユウシ,304,伏石,フセイシ
0173,百十四,ヒヤクジユウシ,305,鬼無出張所,キナシ
0173,百十四,ヒヤクジユウシ,309,畑田出張所,ハタダ
0173,百十四,ヒヤクジユウシ,311,庵治出張所,アジ
0173,百十四,ヒヤクジユウシ,312,古高松,フルタカマツ
0173,百十四,ヒヤクジユウシ,314,医大前出張所,イダイマエ
0173,百十四,ヒヤクジユウシ,315,水田,ミズタ
0173,百十四,ヒヤクジユウシ,317,端岡出張所,ハシオカ
0173,百十四,ヒヤクジユウシ,318,浅野出張所,アサノ
0173,百十四,ヒヤクジユウシ,324,坂出市役所出張所,サカイデシヤクシヨ
0173,百十四,ヒヤクジユウシ,328,丸亀東,マルガメヒガシ
0173,百十四,ヒヤクジユウシ,329,丸亀南,マルガメミナミ
0173,百十四,ヒヤクジユウシ,331,塩屋出張所,シオヤ
0173,百十四,ヒヤクジユウシ,333,東部出張所,トウブ
0173,百十四,ヒヤクジユウシ,334,財田代理店,サイタ
0173,百十四,ヒヤクジユウシ,335,観音寺市役所出張所,カンオンジシヤクシヨ
0173,百十四,ヒヤクジユウシ,341,一宮出張所,イチノミヤ
0173,百十四,ヒヤクジユウシ,342,鶴市出張所,ツルイチ
0173,百十四,ヒヤクジユウシ,345,観音寺南,カンオンジミナミ
0173,百十四,ヒヤクジユウシ,357,丸亀市役所出張所,マルガメシヤクシヨ
0173,百十四,ヒヤクジユウシ,358,頭脳化センター出張所,ズノウカセンタ－
0173,百十四,ヒヤクジユウシ,359,さぬき市役所出張所,サヌキシヤクシヨ
0173,百十四,ヒヤクジユウシ,363,フジグラン丸亀出張所,フジグランマルガメ
0173,百十四,ヒヤクジユウシ,389,エイテイエム統括,エイテイエムトウカツ
0173,百十四,ヒヤクジユウシ,401,東京,トウキヨウ
0173,百十四,ヒヤクジユウシ,402,新宿,シンジユク
0173,百十四,ヒヤクジユウシ,421,名古屋,ナゴヤ
0173,百十四,ヒヤクジユウシ,441,大阪,オオサカ
0173,百十四,ヒヤクジユウシ,443,九条,クジヨウ
0173,百十四,ヒヤクジユウシ,445,東大阪,ヒガシオオサカ
0173,百十四,ヒヤクジユウシ,446,北大阪,キタオオサカ
0173,百十四,ヒヤクジユウシ,447,南大阪,ミナミオオサカ
0173,百十四,ヒヤクジユウシ,451,神戸,コウベ
0173,百十四,ヒヤクジユウシ,452,姫路,ヒメジ
0173,百十四,ヒヤクジユウシ,453,明石,アカシ
0173,百十四,ヒヤクジユウシ,455,加古川,カコガワ
0173,百十四,ヒヤクジユウシ,461,広島,ヒロシマ
0173,百十四,ヒヤクジユウシ,462,福山,フクヤマ
0173,百十四,ヒヤクジユウシ,471,岡山,オカヤマ
0173,百十四,ヒヤクジユウシ,472,清輝橋,セイキバシ
0173,百十四,ヒヤクジユウシ,473,水島,ミズシマ
0173,百十四,ヒヤクジユウシ,474,玉野,タマノ
0173,百十四,ヒヤクジユウシ,475,児島,コジマ
0173,百十四,ヒヤクジユウシ,476,倉敷,クラシキ
0173,百十四,ヒヤクジユウシ,477,総社,ソウジヤ
0173,百十四,ヒヤクジユウシ,478,大元,オオモト
0173,百十四,ヒヤクジユウシ,479,岡山駅西口,オカヤマエキニシグチ
0173,百十四,ヒヤクジユウシ,480,庭瀬,ニワセ
0173,百十四,ヒヤクジユウシ,481,岡山南,オカヤマミナミ
0173,百十四,ヒヤクジユウシ,501,福岡,フクオカ
0173,百十四,ヒヤクジユウシ,601,松山,マツヤマ
0173,百十四,ヒヤクジユウシ,602,新居浜,ニイハマ
0173,百十四,ヒヤクジユウシ,603,三島,ミシマ
0173,百十四,ヒヤクジユウシ,604,今治,イマバリ
0173,百十四,ヒヤクジユウシ,605,西条,サイジヨウ
0173,百十四,ヒヤクジユウシ,631,高知,コウチ
0173,百十四,ヒヤクジユウシ,633,伊野,イノ
0173,百十四,ヒヤクジユウシ,661,徳島,トクシマ
0173,百十四,ヒヤクジユウシ,662,鳴門,ナルト
0173,百十四,ヒヤクジユウシ,663,徳島北,トクシマキタ
0174,伊予,イヨ,100,本店営業部,ホンテン
0174,伊予,イヨ,101,本町,ホンマチ
0174,伊予,イヨ,102,松山駅前,マツヤマエキマエ
0174,伊予,イヨ,103,湊町,ミナトマチ
0174,伊予,イヨ,104,立花,タチバナ
0174,伊予,イヨ,105,新立,シンダテ
0174,伊予,イヨ,107,大街道,オオカイドウ
0174,伊予,イヨ,108,愛媛県庁,エヒメケンチヨウ
0174,伊予,イヨ,109,一万,イチマン
0174,伊予,イヨ,110,道後,ドウゴ
0174,伊予,イヨ,111,三津浜,ミツハマ
0174,伊予,イヨ,112,堀江,ホリエ
0174,伊予,イヨ,113,森松,モリマツ
0174,伊予,イヨ,114,北条,ホウジヨウ
0174,伊予,イヨ,115,中島,ナカジマ
0174,伊予,イヨ,116,横河原,ヨコガワラ
0174,伊予,イヨ,117,郡中,グンチユウ
0174,伊予,イヨ,118,砥部,トベ
0174,伊予,イヨ,119,松前,マサキ
0174,伊予,イヨ,120,中山,ナカヤマ
0174,伊予,イヨ,121,久万,クマ
0174,伊予,イヨ,122,小田,オダ
0174,伊予,イヨ,123,松山北,マツヤマキタ
0174,伊予,イヨ,124,空港通,クウコウドオリ
0174,伊予,イヨ,125,小野,オノ
0174,伊予,イヨ,126,上灘,カミナダ
0174,伊予,イヨ,129,和気,ワケ
0174,伊予,イヨ,130,松山市役所,マツヤマシヤクシヨ
0174,伊予,イヨ,131,松山中央市場出張所,マツヤマチユウオウイチバ
0174,伊予,イヨ,132,東野,ヒガシノ
0174,伊予,イヨ,134,福音寺,フクオンジ
0174,伊予,イヨ,135,余戸,ヨウゴ
0174,伊予,イヨ,136,石井,イシイ
0174,伊予,イヨ,137,椿,ツバキ
0174,伊予,イヨ,138,久米,クメ
0174,伊予,イヨ,139,味生,ミブ
0174,伊予,イヨ,140,高岡,タカオカ
0174,伊予,イヨ,141,牛渕,ウシブチ
0174,伊予,イヨ,142,古川,フルカワ
0174,伊予,イヨ,143,原町,ハラマチ
0174,伊予,イヨ,144,岡田,オカダ
0174,伊予,イヨ,146,三津東,ミツヒガシ
0174,伊予,イヨ,147,桑原,クワバラ
0174,伊予,イヨ,148,エミフルＭＡＳＡＫＩ,エミフルマサキ
0174,伊予,イヨ,149,山越,ヤマゴエ
0174,伊予,イヨ,150,城北,ジヨウホク
0174,伊予,イヨ,151,松山水産物市場出張所,マツヤマスイサンブツイチバ
0174,伊予,イヨ,152,小栗,オグリ
0174,伊予,イヨ,153,川内,カワウチ
0174,伊予,イヨ,155,宮西出張所,ミヤニシ
0174,伊予,イヨ,156,緑台,ミドリダイ
0174,伊予,イヨ,157,粟井,アワイ
0174,伊予,イヨ,158,垣生,ハブ
0174,伊予,イヨ,190,ローンプラザ松山,ロ－ンプラザマツヤマ
0174,伊予,イヨ,200,今治,イマバリ
0174,伊予,イヨ,201,中浜,ナカハマ
0174,伊予,イヨ,202,日吉,ヒヨシ
0174,伊予,イヨ,203,波止浜,ハシハマ
0174,伊予,イヨ,204,桜井,サクライ
0174,伊予,イヨ,205,菊間,キクマ
0174,伊予,イヨ,206,大島,オオシマ
0174,伊予,イヨ,208,伯方,ハカタ
0174,伊予,イヨ,209,宮浦,ミヤウラ
0174,伊予,イヨ,210,今治南,イマバリミナミ
0174,伊予,イヨ,211,亀岡出張所,カメオカ
0174,伊予,イヨ,214,今治市役所出張所,イマバリシヤクシヨ
0174,伊予,イヨ,216,近見,チカミ
0174,伊予,イヨ,217,富田,トミタ
0174,伊予,イヨ,218,日高,ヒダカ
0174,伊予,イヨ,230,鳥生,トリウ
0174,伊予,イヨ,250,新居浜,ニイハマ
0174,伊予,イヨ,251,角野,スミノ
0174,伊予,イヨ,252,新居浜東,ニイハマヒガシ
0174,伊予,イヨ,253,三島,ミシマ
0174,伊予,イヨ,254,川之江,カワノエ
0174,伊予,イヨ,255,西条,サイジヨウ
0174,伊予,イヨ,256,大町,オオマチ
0174,伊予,イヨ,257,三芳,ミヨシ
0174,伊予,イヨ,258,壬生川,ニユウガワ
0174,伊予,イヨ,259,丹原,タンバラ
0174,伊予,イヨ,260,小松,コマツ
0174,伊予,イヨ,261,登道,ノボリミチ
0174,伊予,イヨ,262,土居,ドイ
0174,伊予,イヨ,263,中萩,ナカハギ
0174,伊予,イヨ,264,中之庄,ナカノシヨウ
0174,伊予,イヨ,265,飯岡,イイオカ
0174,伊予,イヨ,266,船木,フナキ
0174,伊予,イヨ,267,喜多川,キタガワ
0174,伊予,イヨ,270,新居浜市役所出張所,ニイハマシヤクシヨ
0174,伊予,イヨ,271,金生,キンセイ
0174,伊予,イヨ,272,高津,タカツ
0174,伊予,イヨ,300,八幡浜,ヤワタハマ
0174,伊予,イヨ,301,矢野町,ヤノマチ
0174,伊予,イヨ,304,大洲本町,オオズホンマチ
0174,伊予,イヨ,305,大洲,オオズ
0174,伊予,イヨ,306,長浜,ナガハマ
0174,伊予,イヨ,307,五十崎,イカザキ
0174,伊予,イヨ,308,内子,ウチコ
0174,伊予,イヨ,309,川之石,カワノイシ
0174,伊予,イヨ,310,伊方,イカタ
0174,伊予,イヨ,311,三崎,ミサキ
0174,伊予,イヨ,312,三瓶,ミカメ
0174,伊予,イヨ,316,三机出張所,ミツクエ
0174,伊予,イヨ,350,宇和島,ウワジマ
0174,伊予,イヨ,351,追手,オウテ
0174,伊予,イヨ,352,城南,ジヨウナン
0174,伊予,イヨ,353,和霊町,ワレイチヨウ
0174,伊予,イヨ,354,卯之町,ウノマチ
0174,伊予,イヨ,355,野村,ノムラ
0174,伊予,イヨ,356,高山,タカヤマ
0174,伊予,イヨ,357,吉田,ヨシダ
0174,伊予,イヨ,359,近永,チカナガ
0174,伊予,イヨ,360,松丸,マツマル
0174,伊予,イヨ,361,岩松,イワマツ
0174,伊予,イヨ,362,愛南,アイナン
0174,伊予,イヨ,400,大分,オオイタ
0174,伊予,イヨ,401,別府,ベツプ
0174,伊予,イヨ,403,臼杵,ウスキ
0174,伊予,イヨ,404,津久見,ツクミ
0174,伊予,イヨ,405,佐伯,サイキ
0174,伊予,イヨ,408,大分東,オオイタヒガシ
0174,伊予,イヨ,410,北九州,キタキユウシユウ
0174,伊予,イヨ,411,福岡,フクオカ
0174,伊予,イヨ,500,高松,タカマツ
0174,伊予,イヨ,501,坂出,サカイデ
0174,伊予,イヨ,502,丸亀,マルガメ
0174,伊予,イヨ,503,高松東,タカマツヒガシ
0174,伊予,イヨ,504,観音寺,カンオンジ
0174,伊予,イヨ,510,高知,コウチ
0174,伊予,イヨ,520,徳島,トクシマ
0174,伊予,イヨ,600,広島,ヒロシマ
0174,伊予,イヨ,601,呉,クレ
0174,伊予,イヨ,602,尾道,オノミチ
0174,伊予,イヨ,603,福山,フクヤマ
0174,伊予,イヨ,605,五日市,イツカイチ
0174,伊予,イヨ,610,岡山,オカヤマ
0174,伊予,イヨ,611,岡山南,オカヤマミナミ
0174,伊予,イヨ,612,倉敷,クラシキ
0174,伊予,イヨ,620,徳山,トクヤマ
0174,伊予,イヨ,700,神戸,コウベ
0174,伊予,イヨ,701,姫路,ヒメジ
0174,伊予,イヨ,710,大阪,オオサカ
0174,伊予,イヨ,711,大阪北,オオサカキタ
0174,伊予,イヨ,712,堺,サカイ
0174,伊予,イヨ,720,名古屋,ナゴヤ
0174,伊予,イヨ,730,東京,トウキヨウ
0174,伊予,イヨ,731,新宿,シンジユク
0174,伊予,イヨ,752,大西,オオニシ
0174,伊予,イヨ,788,インターネット,インタ－ネツト
0175,四国,シコク,014,ローンプラザ,ロ－ンプラザ
0175,四国,シコク,015,龍馬,リヨウマ
0175,四国,シコク,049,振込専用,フリコミセンヨウ
0175,四国,シコク,051,本店営業部,ホンテン
0175,四国,シコク,081,高知市役所,コウチシヤクシヨ
0175,四国,シコク,101,旭,アサヒ
0175,四国,シコク,102,朝倉,アサクラ
0175,四国,シコク,103,上町,カミマチ
0175,四国,シコク,104,県庁,ケンチヨウ
0175,四国,シコク,105,帯屋町,オビヤマチ
0175,四国,シコク,106,よさこい咲都,ヨサコイサイト
0175,四国,シコク,107,宝町,タカラマチ
0175,四国,シコク,108,中央,チユウオウ
0175,四国,シコク,109,万々,ママ
0175,四国,シコク,112,木屋橋,キヤバシ
0175,四国,シコク,113,中央市場,チユウオウイチバ
0175,四国,シコク,114,潮江,ウシオエ
0175,四国,シコク,116,三里,ミサト
0175,四国,シコク,117,桂浜通,カツラハマドオリ
0175,四国,シコク,118,卸団地,オロシダンチ
